S.No,Published Date,Bid Closing Date,Tender Opening Date,Title,Etender Ref,Tender ID,Organisation Chain,Tender Value (INR),Page,Scraped At
992,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of water tankers on hire basis for washing of roads in c ward MDB/DMC Z-1/262 DTD 17.04.2026,,2026_MCGM_1296162_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
993,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of LLDPE Basket for SWM Department in C Ward MDB/DMC Z-1/259 DTD 17.04.2026,,2026_MCGM_1296166_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
994,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Procurement of Plastic Lifter for SWM Department of C Ward MDB/DMC Z-1/258 DTD 17.04.2026,,2026_MCGM_1296171_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
995,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,closing wall with slab near Karim recidency nala smc/con/ETenderNo 1/2/2026-27,,2026_DMA_1296177_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","7,98,075",100,21-04-2026 19:24
996,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of HDPE Helmets for SWM Department in C Ward MDB/DMC Z-1/257 DTD 17.04.2026,,2026_MCGM_1296182_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
997,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of retaining wal from narayan naik to atharv apartment at kothavale panand smc/con/ETenderNo 1/3/2026-27,,2026_DMA_1296185_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","7,98,166",100,21-04-2026 19:24
998,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,SITC of Tarpaulins to Various chowkies in SWM Dept C Ward MDB/DMC Z-1/256 DTD 17.04.2026,,2026_MCGM_1296187_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
999,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of temparery shed for traffic police in front of SMC smc/con/ETenderNo 1/4/2026-27,,2026_DMA_1296190_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","84,794",100,21-04-2026 19:24
1000,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Procurement of Three Wheel MS Handcarts in SWM Department of C Ward MDB/DMC Z-1/255 DTD 17.04.2026,,2026_MCGM_1296191_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
1001,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,closing of gutter at panjarwada rujay rodrics house smc/con/ETenderNo 1/5/2026-27,,2026_DMA_1296192_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","3,95,440",101,21-04-2026 19:25
1002,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of retaining wall to nala in front of Samsu karol house at mathewada smc/con/ETenderNo 1/6/2026-27,,2026_DMA_1296197_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","8,01,649",101,21-04-2026 19:25
1003,20-04-2026 09:00,28-04-2026 09:00,29-04-2026 09:00,concreting of road form rodrics houst to kothavale house smc/con/ETenderNo 1/7/2026-27,,2026_DMA_1296201_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","5,43,538",101,21-04-2026 19:25
1004,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of Sanitary Cleaning material for SWM Chowkies Stores in C Ward MDB/DMC Z-1/2285 DTD 17.04.2026,,2026_MCGM_1296195_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,101,21-04-2026 19:25
1005,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Repairing of 11 Cu Mtr Containers required for collection of garbage in various festivals celebrated in C Ward MDB/DMC Z-1/288 DTD 17.04.2026,,2026_MCGM_1296203_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,101,21-04-2026 19:25
1006,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Repairing of M S Hand Handcarts in C Ward MDB/DMC Z-1/287 DTD 17.04.2026,,2026_MCGM_1296204_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,101,21-04-2026 19:25
1007,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of Iron Rake with bamboo for SWM Department in C Ward MDB/DMC Z-1/285 DTD 17.04.2026,,2026_MCGM_1296207_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,101,21-04-2026 19:25
1008,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of Iron Panja with bamboo for SWM Department in C Ward MDB/DMC Z-1/286 DTD 17.04.2026,,2026_MCGM_1296208_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,101,21-04-2026 19:25
1009,20-04-2026 09:00,27-04-2026 17:00,28-04-2026 17:00,Construction of Internal Cement Concrete Road in Ahilyadev Wasti at Jewali North Ta Lohara Dist Dharashiv Under Vasantrao Naik Tanda Wasti sudhar Yojana for year 2025 2026 JEWALI/B1-TENDER/2025-26,,2026_OSMAN_1296209_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||LOHARA||JEWALI,"4,17,839",101,21-04-2026 19:25
1010,20-04-2026 09:00,27-04-2026 17:00,29-04-2026 09:00,Providing Fixing Gp/Wadala Wadali/ET/1/2026-27,,2026_JALGA_1296211_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||CHALISGAON||VADALE VADALI,"3,99,803",101,21-04-2026 19:25
1011,20-04-2026 09:00,27-04-2026 17:00,28-04-2026 17:00,Construction of Internal Cement Concrete Road in Balaji Nagar at Jewali Ta Lohara Dist Dharashiv Under Vasantrao Naik Tanda Wasti sudhar Yojana for year 2025 2026 JEWALI/B1-TENDER/2025-26,,2026_OSMAN_1296210_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||LOHARA||JEWALI,"8,35,800",102,21-04-2026 19:25
1012,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,development of garden near open gym at vaishyavada maruti mandir smc/con/ETenderNo 1/8/2026-27,,2026_DMA_1296212_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","1,68,017",102,21-04-2026 19:25
1013,20-04-2026 09:00,27-04-2026 17:00,28-04-2026 17:00,Providing and fixing Paver block and C G I Shed at Sarvjanik Smashanbhumi Jewali Ta Lohara Dist Dharashiv Under Jan Suvidha Vishesh Anudan Yojana for year 2025 2026 JEWALI/B1-TENDER/2025-26,,2026_OSMAN_1296214_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||LOHARA||JEWALI,"8,34,502",102,21-04-2026 19:25
1014,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of gutter from vanjari house to tople house at gawali titha vaishyavada smc/con/ETenderNo 1/9/2026-27,,2026_DMA_1296215_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","8,02,790",102,21-04-2026 19:25
1015,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,closing of nala at shiroda naka salaiwada smc/con/ETenderNo 1/10/2026-27,,2026_DMA_1296216_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","3,95,440",102,21-04-2026 19:25
1016,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction and closing of gutter at sarvoday nagar from main road to tawade house smc/con/ETenderNo 1/11/2026-27,,2026_DMA_1296217_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","3,16,057",102,21-04-2026 19:25
1017,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of nala from tahir naik to kazi dindi smc/con/ETenderNo 1/12/2026-2,,2026_DMA_1296219_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","15,89,447",102,21-04-2026 19:25
1018,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of moti talav retaining wall from tim nus to SPK sbu stop smc/con/ETenderNo 1/13/2026-2,,2026_DMA_1296221_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","15,83,279",102,21-04-2026 19:25
1019,20-04-2026 09:00,24-04-2026 09:00,25-04-2026 09:00,INVATIN TO COLLECT AND REMOVE TENDU LEAVES AT GP ARDHWAN TQ ZARI JAMNI DIST YAWATMAL NIT/GP-ARDHWAN/2026,,2026_YAVAT_1296222_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||ZARI JAMNI||ARDHAWAN,NA,102,21-04-2026 19:25
1020,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,asphalting and construction of gutter mahadeshwar house to pai giran smc/con/ETenderNo 1/14/2026-2,,2026_DMA_1296225_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","11,84,827",102,21-04-2026 19:25
1021,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of nala neat bhise house at sarvoday nagar smc/con/ETenderNo 1/15/2026-2,,2026_DMA_1296226_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","14,28,060",103,21-04-2026 19:25
1022,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,WBM and asphalting of road from bhatwadi vijaydurg apartment to thakur house smc/con/ETenderNo 1/16/2026-2,,2026_DMA_1296227_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","3,95,797",103,21-04-2026 19:25
1023,20-04-2026 09:00,25-04-2026 17:00,27-04-2026 12:00,ciwil work 15 fainace Gadegaon-Deori-2026-27_01,,2026_GONDI_1296230_1,RDD-CEO-GONDIA||GONDIA-Dy. CEO V.P.||DEORI||GADEGAON,NA,103,21-04-2026 19:25
1024,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of retaining wall and gutter at varang panand khaskilwada smc/con/ETenderNo 1/17/2026-2,,2026_DMA_1296231_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","14,28,974",103,21-04-2026 19:25
1025,20-04-2026 09:00,24-04-2026 09:00,25-04-2026 09:00,INVATING TO COLLECT AND REMOVE AT GP UMARI TQ ZARI JAMNI DIST YAVATMAL NIT/GP-UMARI/2026,,2026_YAVAT_1296240_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||ZARI JAMNI||UMARI,NA,103,21-04-2026 19:25
1026,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,closing of nala behind kalsulkar school from vagale house to vengurlekar house smc/con/ETenderNo 1/18/2026-2,,2026_DMA_1296262_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","19,83,781",103,21-04-2026 19:25
1027,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Construction of gutter and varius civil work at Jijamata Nagar area in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_1,Thane Municipal Corporation Thane||Public Works Department,"2,04,700",103,21-04-2026 19:25
1028,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Concretisation in Jijamata Nagar area in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_2,Thane Municipal Corporation Thane||Public Works Department,"1,65,200",103,21-04-2026 19:25
1029,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of close gutter near shyam padte shop to swat shop at Ubhabajar smc/con/ETenderNo 1/19/2026-2,,2026_DMA_1296266_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","4,76,796",103,21-04-2026 19:25
1030,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Renovation of public toilet in Kajuwadi area in ward no. 13 A Under in Lokmanya sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_3,Thane Municipal Corporation Thane||Public Works Department,"2,48,713",103,21-04-2026 19:25
1031,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Fixiing of Chamber Covers and Various Civil Work at Kajuwadi area in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_4,Thane Municipal Corporation Thane||Public Works Department,"2,09,200",104,21-04-2026 19:25
1032,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,closing of gutter from juna shiroda naka rajendra apartment to tople building smc/con/ETenderNo 1/20/2026-2,,2026_DMA_1296276_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","1,69,087",104,21-04-2026 19:25
1033,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction of gutter from nikhil gawade house to shilpgram smc/con/ETenderNo 1/21/2026-2,,2026_DMA_1296279_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","3,95,424",104,21-04-2026 19:25
1034,20-04-2026 09:00,28-04-2026 09:00,29-04-2026 09:00,construction of gutter from forest office to nhavelkar garage to banda naka smc/con/ETenderNo 1/22/2026-2,,2026_DMA_1296282_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","6,41,349",104,21-04-2026 19:25
1035,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,asphalting of road from aathalekar to gajanan gawade house at Bhatwadi smc/con/ETenderNo 1/23/2026-27,,2026_DMA_1296287_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","1,68,500",104,21-04-2026 19:25
1036,20-04-2026 09:00,28-04-2026 15:00,29-04-2026 15:05,construction and closing of gutter new shiroda naka to rodrics house heramb plaza smc/con/ETenderNo 1/24/2026-27,,2026_DMA_1296295_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","3,95,424",104,21-04-2026 19:25
1037,20-04-2026 09:00,24-04-2026 09:00,25-04-2026 09:00,INVITING TO COLLECT AND TENDU LEAVES AT GP MANDAWA TQ ZARI JAMNI DIST YAVATMAL NIT1/GP-mandawa/2026,,2026_YAVAT_1296297_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||ZARI JAMNI||MANDAVA,NA,104,21-04-2026 19:25
1038,20-04-2026 09:00,27-04-2026 17:00,29-04-2026 09:00,Various Development JALGA/Dahiwad/15Fc/1/2026/27,,2026_JALGA_1296300_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||CHALISGAON||DAHIWAD,"26,48,732",104,21-04-2026 19:25
1039,20-04-2026 09:00,24-04-2026 17:00,27-04-2026 10:00,"Construction of protection wall to Nalla at Hemnagar,GP Kusumle RAIGAD/RWSS/8/2026-27",,2026_RAIGA_1296303_1,RDD-CEO-RAIGAD||RAIGAD-RWS,"29,49,424",104,21-04-2026 19:25
1040,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Concretisation of Kajuwadi area in ward no. 13 A Under in Lokmanya-Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_5,Thane Municipal Corporation Thane||Public Works Department,"2,76,600",104,21-04-2026 19:25
1041,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Concretisation at Gurukrupa Chawl area in Kajuwadi in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_6,Thane Municipal Corporation Thane||Public Works Department,"1,70,300",105,21-04-2026 19:25
1042,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Renovation of Public Toilets at Ramchandra nagar areai in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_7,Thane Municipal Corporation Thane||Public Works Department,"2,49,666",105,21-04-2026 19:25
1043,20-04-2026 09:00,27-04-2026 16:00,28-04-2026 16:00,Laying of Drainage Line at Ganesh Galli area in Mahatma Phule Nagar in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_8,Thane Municipal Corporation Thane||Public Works Department,"5,94,800",105,21-04-2026 19:25
1044,20-04-2026 09:00,27-04-2026 18:00,29-04-2026 09:00,Construction of Donwada GCNB No 4 Tq. Dist. Chatrapati Sambhajinagar E-Tender Notice no 1 Year 2026-27 ( DPDC),,2026_SWCDM_1296318_1,Soil and Water Conservation Department||Additional Commissioner and Chief Engineer Soil and Water Conservation Department Pune||Regional Water Conservation Officer SWCD Aurangbad||District Water Conservation OfficerSWCD Aurangabad,"65,39,972",105,21-04-2026 19:25
1045,20-04-2026 09:00,27-04-2026 18:00,29-04-2026 09:00,Construction of Pimpalkhuta GCNB No 3 Tq. Dist. Chatrapati Sambhajinagar E-Tender Notice no 1 Year 2026-27 ( DPDC),,2026_SWCDM_1296318_2,Soil and Water Conservation Department||Additional Commissioner and Chief Engineer Soil and Water Conservation Department Pune||Regional Water Conservation Officer SWCD Aurangbad||District Water Conservation OfficerSWCD Aurangabad,"79,85,795",105,21-04-2026 19:25
1046,20-04-2026 09:00,27-04-2026 17:00,28-04-2026 17:00,"Construction of Gymkhana Building At Village Pimpale Kh., Tal. Amalner Dist. Jalgaon. (T.S.-403-18.03.2026) JLVP/Pimple khu/E-Tender/01/2026-27",,2026_JALGA_1296321_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||AMALNER||PIMPALE KH.,"12,62,944",105,21-04-2026 19:25
1047,20-04-2026 09:00,27-04-2026 17:00,28-04-2026 17:00,"Beautification of chowk near Bus Stand At Village Pimpale Kh., Tal. Amalner Dist. Jalgaon. (T.S.-789-04.03.2026) JLVP/Pimple khu/E-Tender/01/2026-27",,2026_JALGA_1296323_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||AMALNER||PIMPALE KH.,"3,00,000",105,21-04-2026 19:25
1048,19-04-2026 17:00,22-04-2026 18:00,23-04-2026 12:00,eTender Notice No.01 0f Palkhed Irrigation Division for 2026-27 eTender Notice No.01 for 2026-27,,2026_WRDNN_1296256_1,CE (WRD) North Maharashtra Region Nashik||SE and Admin. CADA Nashik||EE Palkhed Irrigation Division Nashik,"67,26,900",105,21-04-2026 19:25
1049,18-04-2026 18:55,28-04-2026 15:00,29-04-2026 15:05,closing of nala from kalbhairav mandir to nevagi house smc/con/ETenderNo 1/1/2026-27,,2026_DMA_1296176_1,"Directorate Of Municipal Administration||Municipal Administration, Sindhudurg||Municipal Council SAWANTWADI","11,69,916",105,21-04-2026 19:25
1050,18-04-2026 18:55,23-04-2026 18:55,25-04-2026 12:00,E-TENDER NOTICE NO.1 2026/27 E-TENDER NOTICE NO.01 2026-27,,2026_NASHI_1296179_1,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||KALWAN||NAVI BEJ,"4,00,000",105,21-04-2026 19:25
1051,18-04-2026 18:40,23-04-2026 18:40,24-04-2026 18:40,Etender Notice No.04 For 2025-2026_03 Etender Notice No.04 For 2025-2026_03,,2026_NASHI_1296075_1,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||BAGLAN||ARAI,NA,106,21-04-2026 19:25
1052,18-04-2026 18:00,24-04-2026 18:00,27-04-2026 11:00,Construction Of compound wall In Bhim Nagar At - Tungat Budha Vihar Tal-Pandharpur GP/DV/1/2025/26,,2026_SOLAP_1296121_1,RDD-CEO-SOLAPUR||SOLAPUR-Dy. CEO V.P.||PANDHARPUR||TUNGAT,NA,106,21-04-2026 19:25
1053,18-04-2026 18:00,02-05-2026 17:00,04-05-2026 15:00,"S.T. and B.T. to Suryamal Kevnale Road, ODR-53,Ch. No. 0/000 to 3/000, Tal. Mokhada, Dist. Palghar. 02/EE/WD/ZPPAL/TENDER/2026-27",,2026_PALGH_1296151_1,RDD-CEO-PALGHAR||PALGHAR-WORKS DIV.,"14,57,661",106,21-04-2026 19:25
1054,18-04-2026 18:00,02-05-2026 17:00,04-05-2026 15:00,"Construction of Pipe Deep From Main Road to Gundpada road , Tal. Jawhar 02/EE/WD/ZPPAL/TENDER/2026-27",,2026_PALGH_1296151_2,RDD-CEO-PALGHAR||PALGHAR-WORKS DIV.,"24,19,761",106,21-04-2026 19:25
1055,18-04-2026 18:00,02-05-2026 17:00,04-05-2026 15:00,Construction of Information Hall and Training Center at Honey Village Gholawad Tal Dahanu. Dist Palghar. 02/EE/WD/ZPPAL/TENDER/2026-27,,2026_PALGH_1296151_3,RDD-CEO-PALGHAR||PALGHAR-WORKS DIV.,"12,59,466",106,21-04-2026 19:25
1056,18-04-2026 18:00,02-05-2026 17:00,04-05-2026 15:00,Imrovement Of Road S.H 77 to Bopadari Dahul Road ODR 36 ch. 0/00 to 8/200 Tal - Jawhar Dist. - Palghar 02/EE/WD/ZPPAL/TENDER/2026-27,,2026_PALGH_1296151_4,RDD-CEO-PALGHAR||PALGHAR-WORKS DIV.,"40,54,407",106,21-04-2026 19:25
1057,18-04-2026 18:00,02-05-2026 17:00,04-05-2026 15:00,"Construction of Veternary Depensary At Khanivali ,Tal -Wada, Dist - Palghar 02/EE/WD/ZPPAL/TENDER/2026-27",,2026_PALGH_1296151_5,RDD-CEO-PALGHAR||PALGHAR-WORKS DIV.,"47,01,469",106,21-04-2026 19:25
1058,18-04-2026 18:00,25-04-2026 18:55,27-04-2026 10:00,Construction of Internal Cement Concrete Road From Z.P. School to Vilas Jawales House At Saundana(Dhoki) Taluka Kallamb District Dharashiv Gp-Tender/SaundanaD/25-26/01,,2026_OSMAN_1296169_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||KALAMB||SAUDHNA,"4,21,763",106,21-04-2026 19:25
1059,18-04-2026 17:50,22-04-2026 09:00,23-04-2026 09:00,INVITING TO COLLECT AND REMOVE TENDU LEAVES AT GP SURLA TQ ZARI JAMNI DIST YAVATMAL NIT/GPSURLA/2026,,2026_YAVAT_1296167_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||ZARI JAMNI||SURLA,NA,106,21-04-2026 19:25
1060,18-04-2026 17:30,25-04-2026 17:30,27-04-2026 09:05,Providing and fixing paver block in Both Sides Of Main Road At Village Thanepada Tal Dist Nandurbar Pevharblock_notice_no_01,,2026_NANDU_1296168_1,RDD-CEO-NANDURBAR||NANDURABAR-Dy. CEO V.P.||NANDURBAR||THANEPADA,"4,99,868",106,21-04-2026 19:25
1061,18-04-2026 17:15,27-04-2026 17:00,28-04-2026 17:00,Under chandur railway water supply scheme to give connection reconnection closing of connection and also repair of Pipeline leakages and Valves providing material with excavation.(2nd Call) ChandurMC/WATER/657/2026,,2026_DMA_1296163_1,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Chandur Rly.||Civil Department",0,107,21-04-2026 19:26
